arrival_date,lat,lon,horizontal_accuracy
1609425163,45.43524972134252,9.242775055552483,20
1609425166,45.435496980916895,9.243132651408162,65
1609425166,45.43549724055637,9.243132704283928,65
1609425179,45.43470683739464,9.24305497014403,65
1609425187,45.433827512791225,9.24361363325562,65
1609425189,45.43388820090827,9.243845736703147,65
1609425210,45.43498717128183,9.24221389568135,65
1609425229,45.43465388759072,9.2415062803241,65
1609425312,45.43445134119713,9.241144802471457,65
1609425374,45.43324703189552,9.24115962417309,65
1609425422,45.43273966774443,9.241024331049724,65
1609425550,45.43340089376656,9.238789995001707,65
1609425552,45.433402966212924,9.238780925148612,65
1609425561,45.433402966212924,9.238780925148612,65
1609425649,45.43339733067281,9.238788109831797,21.617052154736825
1609425649,45.43339733067281,9.238788109831797,21.617052154736825
1609427526,45.48070143870308,9.225080041941034,65
1609427813,45.4977742786765,9.237989168389372,65
1609427813,45.4977742786765,9.237989168389372,65
1609427873,45.50001765320472,9.241396102711889,65
1609427913,45.503748115669474,9.245915734410703,65
1609427957,45.5051509744353,9.24847388900804,65
1609428009,45.5098714939866,9.254018058291752,65
1609428010,45.50997989162778,9.254728392102491,65
1609428095,45.5101595028668,9.26180208856131,67.80705760145653
1609428114,45.51087250694172,9.262423204026783,85.44965458197335
1609428114,45.51087250694172,9.262423204026783,85.44965458197335
1609428117,45.511363148951894,9.263873538668646,90.15410849109772
1609428119,45.5121427075872,9.267000074268784,65
1609428181,45.516532384651434,9.270170468074959,13.842568149385412
1609428192,45.51697302012301,9.271097599425252,7.854586490507048
1609428239,45.5176063170586,9.272061937810898,9.480975626481554
1609428251,45.51823772338196,9.272835858307875,4.860796883975675
1609428262,45.51888810572919,9.273535567479973,5.090571510470427
1609428274,45.51952508843776,9.274245048682545,5.226095794936837
1609428314,45.52006583540924,9.275039086328578,6.142673271715061
1609428322,45.520339461868744,9.275870474359117,65
1609428322,45.52034328776903,9.275877056237935,65
1609428322,45.52034441003743,9.275878492602672,65
1609428329,45.52020517466982,9.27557818878378,65
1609428334,45.52042826484656,9.275243161069122,65
1609428401,45.51991970262937,9.275332037354092,5.367732961187541
1609428414,45.519865125751814,9.27551000263865,5.074915838441546
1609428414,45.519865125751814,9.27551000263865,5.074915838441546
1609428535,45.5184838272662,9.275801257321046,65
1609428535,45.51848438116745,9.275802341512811,65
1609428547,45.51849987118859,9.276279632093743,65
1609428617,45.51891074014918,9.275303806483128,5.0839484950334
1609428709,45.517964263700954,9.276245396207178,65
1609428713,45.51803595371514,9.276622767290817,65
1609428721,45.51846452941614,9.276601635712318,65
1609428734,45.51828690420418,9.276352259034354,65
1609428771,45.51819691256617,9.276686264286703,65
1609428775,45.5184355451184,9.276696155352946,65
1609428775,45.51848251248489,9.276573179369901,65
1609428775,45.51844659237157,9.27670401608955,65
1609428777,45.51848251248489,9.276573179369901,65
1609428793,45.51833424627979,9.277074416599916,65
1609428829,45.51844019046524,9.277814776315791,65
1609428880,45.51858498937861,9.278570150659093,65
1609428897,45.518516860616565,9.278833656628736,23.765887940921058
1609428928,45.518559440448264,9.279381853694677,5.272245053059579
1609428960,45.51905571104103,9.278943379912409,65
1609428977,45.51909150875829,9.27909910507903,65
1609428977,45.51907739934694,9.279131138246596,65
1609429054,45.51894293004932,9.278522872958353,18.820390944928945
1609429153,45.518951363932466,9.277809012607552,65
1609429153,45.518951363932466,9.277809012607552,65
1609429172,45.518930714862925,9.27765603785852,65
1609429177,45.518930714862925,9.27765603785852,65
1609431508,45.518950439036104,9.277242420392252,65
1609445066,45.51891494060013,9.277310637839287,65
1609445071,45.51891494060013,9.277310637839287,65
